title,company,location,url,date,deadline,department,description,requirements,position_type
מנהל מחלקת ניקיון ואחזקת מבני מוסדות חינוך של הרשות,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55807/1,2026-06-28,2026-07-13,חינוך,"מכרז פנימי/פומבי מס' 11/2026 לתפקיד מנהל מחלקת ניקיון ואחזקת מבני מוסדות חינוך של הרשות עיריית ראשון לציון מבקשת בזה הצעות לתפקיד מנהל מחלקת ניקיון ואחזקת מבני מוסדות חינוך של הרשות מינהל חינוך א. תאור התפקיד 1. אחריות על ניהול, ייזום וטיפול מבני מוסדות חינוך גנ""י ובתי ספר ברחבי העיר. 2. ניהול עובדים והנֻחייתם המקצועית. 3. ניהול והנחייה מיקצועית של עובדי המחלקה. 4. כינון מערך בקרה ומעקב אחר נכסי מינהל החינוך בנושא ניקיון ואחזקת מוסדות חינוך . 5. ניהול מערך לוגיסטי של נקיון במבני במוסדות החינוך, תוך הפעלת מערך הבקרה ופיקוח על קבלני הניקיון במוסדות החינוך. 6. עבודה למול מנהלי / תחזוקני בתי הספר לטובת ניהול בקרת איכות, שירות, ניקיון ואחזקת מוסדות חינוך. 7. היערכות לקראת פתיחת בתי ספר וגני ברחבי העיר בתחום הניקיון 8. ביצוע כל מטלה נוספת שתידרש ע""י הממונה. ב. דרישות סף 1. בעל תואר אקדמי שנרכש, במוסד המוכר על ידי המועצה להשכלה גבוהה, או שקיבל הכרה מהמחלקה להערכת תארים אקדמיים בחוץ לארץ, או הנדסאי או טכנאי רשום בהתאם לסעיף 39 לחוק ההנדסאים והטכנאים והמוסמכים, התשע""ג-2012. או תעודת סמיכות לרבנות (""יורה יורה"") לפי אישור הרבנות הראשית לישראל. או אישור לימודים בתכנית מלאה בישיבה גבוהה או בכולל, שש שנים לפחות אחרי גיל 18 ומעבר שלוש בחינות לפחות מתוך מכלול הבחינות שמקיימת הרבנות הראשית לישראל (שתיים משלוש הבחינות יהיו בדיני שבת ודיני איסור והיתר), 2. ניסיון מקצועי בעבודה של ארבע שנים לפחות בעבודה בתחום העיסוק של המשרה. להנדסאי חמש שנות ניסיון כנדרש. לטכנאי שש שנות ניסיון כנדרש. המועמד נדרש לצרף תיעוד מפורט להוכחת עמידתו בדרישות התפקיד. מועמד שלא יצרף תיעוד כאמור, תיפסל מועמדותו על הסף. ג. כישורים נוספים 1. בעל הבעה בכתב ובע""פ בשפה העברית ברמה גבוהה מאוד. 2. יכולת קיום יחסי אנוש טובים. 3. יכולת עבודה בתנאי לחץ ועמידה בלו""ז. 4. נכונות לעבוד מעבר לשעות העבודה המקובלות. 5. יכולת ארגון ותכנון משימות בקפדנות ודייקנות. 6. היכרות בעבודה עם יישומי ה""אופיס"" 7. תואר אקדמי המוכר ע""י המל""ג – יתרון. 8. ניסיון בעבודה בבניית תוכניות עבודה – יתרון ד. כפיפות – סגן מנהל אגף לוגיסטיקה אחזקה והצטיידות במינהל החינוך",אקדמאית / חילופית בהתאם לחוק,
"רכז תחום קולנוע בביה""ס תיכון מקיף ז'",ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55808/1,2026-06-28,2026-07-13,חינוך,"מכרז פנימי/פומבי מס' 158/2026 לתפקיד רכז תחום קולנוע בביה""ס תיכון מקיף ז' עיריית ראשון לציון מבקשת בזה הצעות לתפקיד רכז תחום קולנוע בביה""ס תיכון מקיף ז' מינהל החינוך א. תאור התפקיד 1. אחראי על תקינות ,שלמות והסדר בציוד במחסן הקולנוע ובמתחם המגמה, וכן ספירת מלאי. 2. אחראי על הכנת רשימת ציוד לרכישה כולל קלסר הצעות מחיר מסודר כנדרש. 3. הכנת ציוד לשיעורים מעשיים בהתאם לצרכי המורים. 4. עזרה ותמיכה בתלמידים בכל הפקות המגמה , כולל תמיכה טלפונית ופיזית בימי צילומי ההפקות 5. אחראי על רישום ושליחת סרטים של המגמה לפסטיבלים. 6. אחראי על רישום משמרות העריכה. 7. אחראי אדמיניסטרטיבי של מסע יצירה ושאר הפקות ואירועי המגמה (ערב אמצע, ערבי שיווק, ערב גמר, ימי מגמה) 8. אחראי על העלאת תכנים ליו-טיוב של המגמה. 9. אחראי על ניהול ארכיון המגמה. 10. אחראי על קטלוג הסרטים של המגמה. 11. מפיק בפועל של הפרויקט החברתי של המגמה. 12. אחראי עם הזמנת אוטובוסים, מילוי אישורים ביטחוניים למשלחות וטיולים, איסוף אישורי הורים. 13. ביצוע כל משימה אחרת בהתאם לדרישת הממונים. ב. דרישות סף 1. בוגר 12 שנות לימוד לפחות. יתרון לתעודת הנדסאי/טכנאי בתחום מערכות קולנוע וטלוויזיה או בוגר/ת מסלול עריכה קולנועית מקצועית . 2. ניסיון מיקצועי של שנה לפחות בתחום הטכני בעשייה הקולנועית (צילום, עריכה, תאורה, הקלטה). 3. היעדר הרשעה בעבירות מין, בהתאם לחוק מניעת העסקה של עברייני מין במוסדות מסוימים, התשס""א-2001. המועמד נדרש לצרף תיעוד מפורט להוכחת עמידתו בדרישות התפקיד. מועמד שלא יצרף תיעוד כאמור תיפסל מועמדותו על הסף. ג. כישורים נוספים 1. תקשורת בין אישית טובה. 2. יכולת הבעה בכתב ובע""פ בשפה העברית ברמה גבוהה. 3. יכולת ארגון ותכנון משימות בקפדנות ודייקנות. 4. יכולת עמידה בלוחות זמנים. 5. נכונות לעבודה מעבר לשעות המקובלות. 6. היכרות עם יישומי ה""אופיס"" ומערכות ממוחשבות לרבות מערכת האוטומציה, יכולות גבוהות באקסל – יתרון. ד. כפיפות מקצועית – מנהל ביה""ס, כפיפות מנהלתית – מינהל החינוך",12 שנות לימוד,
רכז שיבוצי תלמידים בחינוך המיוחד,ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55809/1,2026-06-28,2026-07-13,חינוך,"מכרז מאגר פומבי/פנימי מס' 157/2026 לתפקיד רכז שיבוצי תלמידים בחינוך המיוחד עיריית ראשון לציון מבקשת בזה הצעות לתפקיד רכז שיבוצי תלמידים בחינוך המיוחד במינהל החינוך א. תיאור התפקיד 1. עבודת מטה ותיאום מול מחלקת הסעות תלמידים. 2. תיאום ושיבץ תלמידים במסגרות מערכות החינוך בעיר ומחוץ לעיר . 3. מעקב אחר ביצוע התקציב. 4. שיבוצי עובדי הוראה בעבודה בעת חופשות. 5. טיפול אדמיניסטרטיבי בתחום עליו מופקד כולל ניסוח מכתבים עבודה עם קהל. 6. מתנה מענה שוטף להורים וצוותי החינוך. 7. הכנת דוחות וריכוז נתונים. 8. ביצוע כל מטלה נוספת שתידרש ע""י הממונה. ב. דרישות סף 1. 12 שנות לימוד לפחות . 2. ניסיון מקצועי של שנתיים לפחות בעבודה בתחום קבלת קהל וטיפול בפניות . 3. המועמד נדרש לצרף תיעוד מפורט להוכחת עמידתו בדרישות התפקיד. מועמד שלא יצרף תיעוד כאמור תיפסל מועמדותו על הסף. 1. כישורים נוספים 2. כושר ביטוי בכתב בע""פ בשפה העברית ברמה גבוהה 3. קיום יחסי עבודה תקינים, יחסי אנוש מעולים, שירותיות, אדיבות, אמינות. 4. תפקוד בתנאי לחץ ועמידה בלוחות זמנים. 5. ייצוגיות ותודעת שירות גבוהה. 6. תואר אקדמי המוכר ע""י המל""ג- יתרון 7. עבודה עם מערכות ממוחשבות לרבות תוכנת האופיס יתרון לעבודה עם תוכנת האקסל. ג. כפיפות- מנהל המחלקה לחינוך המיוחד.",12 שנות לימוד,
מנהל מחלקה (הנדסה),ראשון לציון,ראשון לציון,https://namerz.moin.gov.il/showexternal/55810/1,2026-06-28,2026-07-13,הנדסה,"רשות: ראשון לציון · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: העובד יועסק במתח דרגות 40-42  בדרוג מח""ר או העסקה במתח דרגות 40-42 בדרוג המהנדסים/אדריכלים או במתח דרגות 40-42 בדירוג ההנדסאים. מועמד שיבחר לתפקיד ישובץ במערך החירום העירוני. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-28 · מועד הגשה: 2026-07-13 · מספר מכרז: 162.2026",אקדמאית / חילופית בהתאם לחוק,
"דרוש/ה: מדריך/ה למועדונית – גילי בי""ס יסודי",הרצליה,הרצליה,https://namerz.moin.gov.il/showexternal/55818/2,2026-06-30,2026-07-13,רווחה,"דרוש/ה: מדריך/ה למועדונית – גילי בי""ס יסודי האגף לשירותים חברתיים – מחלקת משפחות וילדים בקהילה (משי""ק) כפיפות: רכזת המועדוניות (עו""ס) היקף המשרה: 70% שעות העבודה 11:00-18:00 , 3 פעמים בשבוע (עבודה בבקרים בעת הצורך) דרוג: חינוך, נוער חברה וקהילה או בדרוג מקביל (בהתאם להשכלת המועמד/ת) המשרה מאוישת ע""י עובדת עירייה במילוי מקום תיאור התפקיד: • העשרה וטיפול מול קבוצות של ילדים - עזרה בהכנת שיעורי בית • הדרכת ילדי המועדונית • הענקת יחס חם לילדים • עבודה בשעות אחה""צ (בבקרים - עפ""י צורך)",12 שנות לימוד,
דרוש/ה: מנהל/ת מדור ביטחון אירועים,הרצליה,הרצליה,https://namerz.moin.gov.il/showexternal/55821/2,2026-06-30,2026-07-13,חירום ובטחון,"דרוש/ה: מנהל/ת מדור ביטחון אירועים מינהל התפעול, אגף ביטחון וסדר ציבורי – מחלקת ביטחון אירועים כפיפות: מנהל מחלקת ביטחון אירועים היקף משרה: 100% מתח דרגות: 8-10 בדירוג מינהלי או בדירוג מקביל תיאור התפקיד: • תפעול, פיקוח ובקרה באירועים עירוניים וקהילתיים, לרבות אירועים תחת כיפת השמיים • ביצוע משימות בהתאם להנחיות ונהלים בתחום הרישוי, הבטיחות והנגישות לאירועים ציבוריים • הכנת תוכניות אבטחה והפצתן בקהילות בהתאם להנחיות המשטרה והגורמים המוסמכים • ייצוג הרשות בנושא אבטחת אירועים בהתאם לצורך • תיאום פעילות מול גורמי חירום כגון משטרת ישראל, כבאות והצלה ומד""א • תיאום והשתתפות בסיורים מקדימים בשטח יחד עם גורמי הרשות וגורמי חוץ • השתתפות בקבוצת פקודות בהתאם לדרישות המשטרה • עבודה בתיאום עם מנהלת מחלקת בטיחות באירועים • עבודה בתיאום מלא מול אגף תנו""ק וגופי עירייה נוספים המפיקים אירועים עירוניים וקהילתיים • עבודה בימים ושעות לא שגרתיים, לרבות ימי שישי, שבת, חגים ועתות חירום בהתאם לצורך • שילוב עבודה משרדית לצד עבודת שטח • ביצוע משימות נוספות בהתאם להנחיות הממונה ומנהל האגף",12 שנות לימוד,
מתכלל/ת תחום בריאות הנפש,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55830/1,2026-06-29,2026-07-13,בריאות,"מתכלל/ת תחום בריאות הנפש תכלול והובלה של תחום בריאות הנפש ברשות המקומית אפרת . סיוע בניווט בין מערכות השירותים השונות הפועלים במרחב הרשות, היכרות עומק עם הפערים הקיימים בשירותי בריאות הנפש במטרה ליצור מענים טיפוליים והתערבותיים משלימים, ולהנגיש אותם באופן פרטני למתמודדים ובני משפחותיהם. התפקיד כולל עבודה תחת ניהולו של מנהל תחום בריאות ומוגנות "" מרכז מונדלאק "" באפרת, לקידום חוסן ובריאות נפשית לכלל האוכלוסייה ברשות.",אקדמאית / חילופית בהתאם לחוק,
מזכיר בית הספר,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55831/1,2026-06-29,2026-07-13,חינוך,"רשות: אפרתה · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: מנהלי/מח""ר · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 28/26",12 שנות לימוד,
רכז/ת תוכנית לפיתוח כלכלי וחברתי למגזר החרדי,נהריה,נהריה,https://namerz.moin.gov.il/showexternal/55844/1,2026-06-29,2026-07-13,דת,רכז/ת תוכנית לפיתוח כלכלי וחברתי למגזר החרדי,אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
פסיכולוג חינוכי,מטה אשר,מטה אשר,https://namerz.moin.gov.il/showexternal/55860/1,2026-06-29,2026-07-13,חינוך,רשות: מטה אשר · מחוז: צפון · יחידה: חינוך · תחום: חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 18/2026,אקדמאית / חילופית בהתאם לחוק,
"ממונה פרסום, שיווק ומיתוג ביח' הדוברות",באר טוביה,באר טוביה,https://namerz.moin.gov.il/showexternal/55861/1,2026-06-29,2026-07-13,ניהול כללי,"רשות: באר טוביה · מחוז: דרום · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מח""ר/מנהלי 7-9, בהתאם להשכלת המועמד/ת. · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 34/2026",12 שנות לימוד; בגרות,
"רכז/ת בחינות בגרות בביה""ס השש שנתי",באר טוביה,באר טוביה,https://namerz.moin.gov.il/showexternal/55862/1,2026-06-29,2026-07-13,חינוך,"רכז/ת בחינות בגרות בביה""ס השש שנתי.",12 שנות לימוד,
"רכז/ת מוגנות לביה""ס השש שנתי באר טוביה",באר טוביה,באר טוביה,https://namerz.moin.gov.il/showexternal/55863/1,2026-06-29,2026-07-13,חינוך,"רכז/ת מוגנות לביה""ס השש שנתי באר טוביה. רכזת המוגנות פועלת במסגרת התוכנית לביטחון קהילתי, בשיתוף אגף החינוך ובתי הספר, מתוך מטרה לקדם פעילויות מניעה, הסברה וחיזוק אקלים חינוכי מיטבי. התפקיד כולל הובלה והטמעה של תוכניות מוגנות בבתי הספר, בשיתוף פעולה עם הצוותים החינוכיים, להתמודדות עם תופעות סיכון בקרב תלמידים, כגון: אלימות, החרמות, מיניות בריאה, עישון, שימוש באלכוהול וסמים ועוד. רכזת המוגנות תשמש כתובת זמינה עבור תלמידים והורים, תספק ליווי וייעוץ פרטני לפי הצורך, ותפעל יחד עם הצוות הבית-ספרי למניעה ולטיפול בתופעות אלה באופן מערכתי ורגיש.",12 שנות לימוד,
תומכת חינוך בגן/כיתה לחינוך מיוחד,הגליל התחתון,הגליל התחתון,https://namerz.moin.gov.il/showexternal/55865/1,2026-06-29,2026-07-13,חינוך,רשות: הגליל התחתון · מחוז: צפון · יחידה: חינוך · תחום: חינוך · דירוג: תומכי חינוך · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 23/2026,12 שנות לימוד,
מנהל מחלקה גנרי,הגליל התחתון,הגליל התחתון,https://namerz.moin.gov.il/showexternal/55867/1,2026-06-29,2026-07-13,ניהול כללי,"רשות: הגליל התחתון · מחוז: צפון · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: חברה ונוער או מח""ר או מנהלי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 16/2026",אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי,מטה אשר,מטה אשר,https://namerz.moin.gov.il/showexternal/55873/1,2026-06-29,2026-07-13,רווחה,רשות: מטה אשר · מחוז: צפון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 20/2026,אקדמאית / חילופית בהתאם לחוק,
"מנהל יחידת שפ""ע",אריאל,אריאל,https://namerz.moin.gov.il/showexternal/55877/2,2026-06-29,2026-07-13,שפע ותשתיות,"רשות: אריאל · מחוז: יהודה ושומרון · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 30/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מוקדן נציג שירות,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/41579/9,2026-06-25,2026-07-13,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: בדירוג המינהלי מסלול קידום 8-10 או בדירוג המח""ר מסלול קידום 38-40 · רמת השכלה: 12 שנות לימוד, בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3766908",12 שנות לימוד; בגרות; השכלה תיכונית,
מנהל מחלקה גנרי,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/44651/9,2026-05-21,2026-07-13,ניהול כללי,"רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: בדירוג המח""ר מסלול קידום 40-42 או בחוזה שכר מנכ""ל בכפוף לאישור. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-21 · מועד הגשה: 2026-07-13 · מספר מכרז: 3793986",אקדמאית / חילופית בהתאם לחוק,
תחשיבן,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/46700/3,2026-06-25,2026-07-13,רווחה,"רשות: רמת גן · מחוז: תל-אביב · יחידה: רווחה · תחום: רווחה · דירוג: בדירוג המנהלי 7-10 או בדירוג המח""ר 37-40 · רמת השכלה: בגרות, השכלה תיכונית · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3786579",בגרות; השכלה תיכונית,
עובד בריאות הסביבה,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/50009/9,2026-06-25,2026-07-13,שפע ותשתיות,"רשות: רמת גן · מחוז: תל-אביב · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: בדירוג המינהלי 8-10 או בדירוג המח""ר 38-40 · רמת השכלה: 12 שנות לימוד, אקדמאית / חילופית בהתאם לחוק, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3863266",12 שנות לימוד; אקדמאית / חילופית בהתאם לחוק; קורסים נוספים כמפורט בקובץ,
כלכלן/ית,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/52877/3,2026-04-16,2026-07-13,אשכולות,כלכלן/ית,אקדמאית / חילופית בהתאם לחוק,
"סמנכ""ל קהילה",רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55910/1,2026-06-30,2026-07-13,אשכולות,"סמנכ""ל קהילה",אקדמאית / חילופית בהתאם לחוק,
סגן מנהל אגף גנרי,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55911/1,2026-06-25,2026-07-13,ניהול כללי,רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3927931,אקדמאית / חילופית בהתאם לחוק,
סגן מנהל אגף גנרי,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55912/1,2026-06-25,2026-07-13,ניהול כללי,רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3945848,אקדמאית / חילופית בהתאם לחוק,
מנהל מחלקה (כספים),רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55913/1,2026-06-25,2026-07-13,כספים,רשות: רמת גן · מחוז: תל-אביב · יחידה: כספים כללי · תחום: כספים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 39433852,אקדמאית / חילופית בהתאם לחוק,
יועצת לקידום מעמד האישה ברשות המקומית,רמת גן,רמת גן,https://namerz.moin.gov.il/showexternal/55914/1,2026-06-25,2026-07-13,ניהול כללי,רשות: רמת גן · מחוז: תל-אביב · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-25 · מועד הגשה: 2026-07-13 · מספר מכרז: 3946040,אקדמאית / חילופית בהתאם לחוק,
"עו""ס קהילה",חוף השרון,חוף השרון,https://namerz.moin.gov.il/showexternal/54799/4,2026-06-04,2026-07-13,רווחה,"רשות: חוף השרון · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: עו""ס · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-04 · מועד הגשה: 2026-07-13 · מספר מכרז: 49.26",אקדמאית / חילופית בהתאם לחוק,
מפקח רישוי ובניה בועדות המקומיות או ברשות המקומית,טירה,טירה,https://namerz.moin.gov.il/showexternal/55528/1,2026-06-22,2026-07-13,הנדסה,רשות: טירה · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: הנדסאים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-13 · מספר מכרז: 19-2026,אקדמאית / חילופית בהתאם לחוק,
פקח חניה וחוקי עזר,אבו גוש,אבו גוש,https://namerz.moin.gov.il/showexternal/55536/1,2026-06-22,2026-07-13,ניהול כללי,רשות: אבו גוש · מחוז: ירושלים · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: 7-9 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-22 · מועד הגשה: 2026-07-13 · מספר מכרז: 09.2026,12 שנות לימוד,
תומך עובד סוציאלי,בית דגן,בית דגן,https://namerz.moin.gov.il/showexternal/55789/2,2026-06-29,2026-07-13,רווחה,"רשות: בית דגן · מחוז: מרכז · יחידה: רווחה · תחום: רווחה · דירוג: 37-39 מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 31/26/ע",אקדמאית / חילופית בהתאם לחוק,
"מ""מ רכז הסעות ומנהל אדמיניסטרטיבי- אחראי לתפעול מערך ההיסעים בחינוך המיוחד למוסדות חינוך…",בית דגן,בית דגן,https://namerz.moin.gov.il/showexternal/55791/2,2026-06-29,2026-07-13,חינוך,"מ""מ רכז הסעות ומנהל אדמיניסטרטיבי- אחראי לתפעול מערך ההיסעים בחינוך המיוחד למוסדות חינוך וניהול אדמיניסטרטיבי",12 שנות לימוד,
מנהל יחידת גיל הרך,בית דגן,בית דגן,https://namerz.moin.gov.il/showexternal/55794/2,2026-06-29,2026-07-13,חינוך,"רשות: בית דגן · מחוז: מרכז · יחידה: הגנת הסביבה · תחום: חינוך · דירוג: מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 33/26/ע",אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת גיל הרך,חוף השרון,חוף השרון,https://namerz.moin.gov.il/showexternal/55823/2,2026-06-29,2026-07-13,חינוך,"רשות: חוף השרון · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: מח""ר/ חינוך ונוער · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 55.26",אקדמאית / חילופית בהתאם לחוק,
עובד סוציאלי,שער הנגב,שער הנגב,https://namerz.moin.gov.il/showexternal/55832/1,2026-06-29,2026-07-13,רווחה,רשות: שער הנגב · מחוז: דרום · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 42/2026,אקדמאית / חילופית בהתאם לחוק,
דובר הרשות המקומית,חריש,חריש,https://namerz.moin.gov.il/showexternal/55838/2,2026-06-29,2026-07-13,ניהול כללי,רשות: חריש · מחוז: חיפה · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 60/26,אקדמאית / חילופית בהתאם לחוק,
מפקח רישוי ובניה בועדות המקומיות או ברשות המקומית,יקנעם עילית,יקנעם עילית,https://namerz.moin.gov.il/showexternal/55843/1,2026-06-29,2026-07-13,הנדסה,"רשות: יקנעם עילית · מחוז: צפון · יחידה: הנדסה · תחום: הנדסה · רמת השכלה: אדריכל / מהנדס, אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 21/2026",אדריכל / מהנדס; אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
קצין ביקור סדיר,יקנעם עילית,יקנעם עילית,https://namerz.moin.gov.il/showexternal/55848/1,2026-06-29,2026-07-13,חינוך,"רשות: יקנעם עילית · מחוז: צפון · יחידה: חינוך · תחום: חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 22/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
תומך עובד סוציאלי,הר חברון,הר חברון,https://namerz.moin.gov.il/showexternal/55853/1,2026-06-29,2026-07-13,רווחה,רשות: הר חברון · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי 6-8 · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 123.26,12 שנות לימוד,
מנהל מחלקה באשכול רשויות,אשכול רשויות נגב מערבי,אשכול רשויות נגב מערבי,https://namerz.moin.gov.il/showexternal/55868/1,2026-06-29,2026-07-13,אשכולות,רשות: אשכול רשויות נגב מערבי · מחוז: דרום · יחידה: אשכולות · תחום: אשכולות · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 20/2026,אקדמאית / חילופית בהתאם לחוק,
בודק בקשות להיתרי בניה,חולון,חולון,https://namerz.moin.gov.il/showexternal/55903/1,2026-06-29,2026-07-13,הנדסה,"רשות: חולון · מחוז: תל-אביב · יחידה: הנדסה · תחום: הנדסה · רמת השכלה: אדריכל / מהנדס, הנדסאי / טכנאי · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 366/2026",אדריכל / מהנדס; הנדסאי / טכנאי,
עובד קידום נוער בסיכון,חולון,חולון,https://namerz.moin.gov.il/showexternal/55923/1,2026-06-29,2026-07-13,נוער תרבות וספורט,רשות: חולון · מחוז: תל-אביב · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-29 · מועד הגשה: 2026-07-13 · מספר מכרז: 395/2026,אקדמאית / חילופית בהתאם לחוק,
מנהל התכנית הלאומית לילדים ונוער בסיכון 360,שלומי,שלומי,https://namerz.moin.gov.il/showexternal/55931/2,2026-07-01,2026-07-13,תוכניות לאומיות,"רשות: שלומי · מחוז: צפון · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: חינוך ונוער או מח""ר · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-07-01 · מועד הגשה: 2026-07-13 · מספר מכרז: 11/2026",אקדמאית / חילופית בהתאם לחוק,
