id,title,company,city,url,date_posted,source,work_type,sector,level,raw_text
ea8b3703a766,רכז/ת התמכרויות ארצי/ת במערך בריאות הנפש,הכללית,,https://jobs.clalitapps.co.il/clalit/redmatch-apply/redmatch.apply.html?CompPositionId=44931&referrerId=3283,2026-05-05,Telegram: מציאת עבודה,משרה מלאה,עסקי,בכיר,"איש/אשת מקצוע בתחומי הטיפול: פסיכיאטריה, עבודה סוציאלית, פסיכולוגיה, קרימינולוגיה או אחיות ובעל/ת ניסיון נרחב וידע בתחום ההתמכרויות? ההנהלה הראשית של הכללית מזמינה אותך להגיש מועמדות לתפקיד רכז/ת התמכרויות ארצי/ת במערך בריאות הנפש. זהו תפקיד משמעותי ומשפיע ברמה הארצית, הכולל אחריות לפיתוח ובניית מער"
9a488bb5d126,מנהל/ת תקשורת ודיגיטל,ארגון שיתופים,בית יהושע,inyurl.com/3nzthfy8,2026-05-05,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,*ארגון שיתופים מגייס מנהל/ת תקשורת ודיגיטל* אנחנו מחפשים מנהל/ת תקשורת ודיגיטל שיוביל/תוביל את האסטרטגיה התקשורתית של הארגון וימצב/תמצב אותו כגורם מוביל בשדה השינוי החברתי.  📌 *תחומי אחריות מרכזיים* 🔹 גיבוש והובלת האסטרטגיה התקשורתית של הארגון ועיצוב הנרטיב הארגוני 🔹 ניהול יחסי ציבור ומהלכי חשיפה תק
e9d9fd0d9837,מנהל/ת קבוצה - תוכנית הזנק,מדרשת תבור,,heznek@tavor.org.il,2026-05-05,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"מחפשים תפקיד עם משמעות עמוקה, אדרנלין ועבודה עם הדור הבא? 🇮🇱 מדרשת תבור מחפשת שחקני נשמה להובלת תוכנית ""הזנק"" – מחזורים אינטנסיביים ומעצבי זהות למסיימי י""א-י""ב לקראת שירותם הצבאי.  *מנהל/ת קבוצה:  מה כולל התפקיד?  - ניהול מלא: אחריות פדגוגית, לוגיסטית ותקציבית של הקבוצה. - הובלת צוות: ליווי מקצועי ו"
565e84ce9968,מנכ״ל/ית לעמותת גשר אל הנוער,עמותת גשר אל הנוער,אזור המרכז,https://t.me/biltiformali/33221,2026-05-05,Telegram: מציאת עבודה,משרה חלקית,עמותות,בכיר,"דרוש/ה מנכ״ל/ית לעמותת ""גשר אל הנוער"" (משרה חלקית – 3 ימים בשבוע)  עמותת גשר אל הנוער פועלת לקידום, ליווי והעצמה של בני נוער בסיכון, ומובילה תוכניות חינוכיות וחברתיות בעלות השפעה רחבה.  אנו מחפשים מנכ״ל/ית ערכי/ת, יוזמ/ת ומנוסה, שיצטרף/תצטרף להובלת הארגון לשלב הצמיחה הבא.  תחומי אחריות: הובלה אסטרטג"
f7dd8600ef2e,איש/אשת טיפול,עמותת חמניות - המקום לילדים שאיבדו הורה,אום אל פחם,"ttps://wkf.ms/3O0OBPD
",2026-05-05,Telegram: מציאת עבודה,משרה חלקית,עמותות,,"עמותת חמניות | המקום לילדים שאיבדו הורה - מחפשת אותך! 🌻  דרוש/ה איש/אשת טיפול   לתפקיד משמעותי במרכז העמותה באום אל פחם (דובר.ת השפה הערבית)  העבודה במשרה חלקית וכוללת עבודה בשעות הבוקר ובשעות אחה""צ.  לפרטים נוספים והגשת מועמדות בקישור הייעודי - https://wkf.ms/3O0OBPD  לכל המשרות הפתוחות בעמותה: htt"
23c1a965270b,מנכ״ל/ית לעמותת גשר אל הנוער,עמותת גשר אל הנוער,אזור המרכז,https://t.me/biltiformali/33213,2026-05-05,Telegram: מציאת עבודה,משרה חלקית,עמותות,בכיר,"דרוש/ה מנכ״ל/ית לעמותת ""גשר אל הנוער"" (משרה חלקית – 3 ימים בשבוע)  עמותת גשר אל הנוער פועלת לקידום, ליווי והעצמה של בני נוער בסיכון, ומובילה תוכניות חינוכיות וחברתיות בעלות השפעה רחבה.  אנו מחפשים מנכ״ל/ית ערכי/ת, יוזמ/ת ומנוסה, שיצטרף/תצטרף להובלת הארגון לשלב הצמיחה הבא.  תחומי אחריות: הובלה אסטרטג"
62e2c461818d,רכז.ת למידה ופיתוח מנהיגות,הספריה הלאומית,ירושלים,https://www.nli.org.il/he/at-your-service/career#learning,2026-05-05,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ביניים,"דרוש.ה רכז.ת למידה ופיתוח מנהיגות לספריה הלאומית  תפקיד התחלתי המהווה הזדמנות מצוינת להשתלב בעולמות משאבי האנוש, הלמידה והפיתוח הארגוני. העבודה כוללת הוצאה לפועל של תוכניות למידה, הדרכה ופיתוח עובדים ומנהלים, כולל שת״פ עם מוסדות לימוד ותרבות בארץ ובעולם. מעקב אחרי ביצוע, הפקת דוחות ותפעול האופרציה ש"
f0b524f93f99,ראש/ת תחום צעירים-דרום,קדמה,דרום,yogev@kedma-hityashvut.org,2026-05-04,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"קדמה מחפשת ראש/ת תחום צעירים-דרום   תפקיד ניהולי של דמות מובילה, מחברת ומלאת אנרגיה, שתלווה את המנהלים ותוביל עשייה משמעותית 🌵 אם יש לך רקע בניהול, יכולת לעבוד עם אנשים, אהבה לעשייה חברתית ורצון להשפיע באמת - אנחנו מחפשים אותך 💪  📍 משרה מידית בהיקף -100% 📧 שלחו קו""ח ל: yogev@kedma-hityashvut.org  📞 "
b2737819594c,מנהל/ת משאבי אנוש,כפר הנוקדים,ערד,https://t.me/biltiformali/33195,2026-05-04,Telegram: מציאת עבודה,משרה מלאה,אחר,ניהולי,"דרוש/ה מנהל/ת משאבי אנוש  לכפר הנוקדים  הלב שמוביל אנשים, תרבות ותהליכים 💛  מיקום - ערד  מה התפקיד כולל? • ניהול משאבי אנוש ושכר • גיוס, קליטה וליווי עובדים ומנהלים • הובלת רווחה ומחוברות עובדים • בקרה על שכר, שעות ודוחות מה חשוב לנו? • ניסיון בניהול HR– חובה • חשבות שכר – יתרון • סדר, דיוק ויכולת א"
b3efbd5181e9,מנהל.ת בית לקידום נוער,עמותת זיו נעורים וקרן פרידמן,,keren.esfridman@gmail.com,2026-05-04,Telegram: מציאת עבודה,,עמותות,ניהולי,"עמותת זיו נעורים וקרן פרידמן מחפשות מנהל.ת בית לקידום נוער התפקיד כולל: 🔸 ניהול ותפעול הבית, ליווי בני ובנות הנוער. 🔸 ניהול קשר עם בתי הספר ומשפחות בני ובנות הנוער. 🔸 ניהול והוצאה לפועל שת""פים עם חברות, ארגונים, יחידות צה""ל ועוד.  דרישות התפקיד: 🔸 תואר ראשון במדעי החברה, עדיפות לחינוך 🔸 ניסיון בתפקי"
0bc3c589976c,מנהל/ת מרכז מיטל,עמותת בית לכל ילד,פתח תקווה והסביבה,s://tinyurl.com/4zmdv8aa,2026-05-04,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"*דרוש/ה: מנהל/ת מרכז מיטל — פתח תקווה והסביבה* מרכז מיטל, המתמחה בטיפול בפגיעות מיניות, הינו חלק מעמותת בית לכל ילד — המעניקה מעטפת טיפולית מקצועית וחמה לילדים ולנוער בסיכון ולמשפחותיהם.  📌 *תחומי האחריות העיקריים* ניהול מקצועי, הכשרתי, תפעולי ותקציבי של המרכז | ליווי גיוס וניהול צוות מקצועי ומיומן "
62da16544ee7,רכז/ת מענקים מחקריים,רשות המחקר באוניברסיטה,,https://campaign.adamtotal.co.il?d=cLdgogfchQGDS%2bkE0ZhC3g%3d%3d,2026-05-04,Telegram: מציאת עבודה,,חינוך,ביניים,"רשות המחקר באוניברסיטה מגייסים *רכז/ת מענקים מחקריים*, *מתאים גם לסטודנטים בשנה האחרונה ללימודים*.  תפקיד אדמיניסטרטיבי מעניין בתחום המחקר, עבודה מול חברי סגל בכיר וגופי מימון מחוץ לאוניברסיטה בארץ ובעולם.  לפרטים נוספים והגשת מועמדות: https://campaign.adamtotal.co.il?d=cLdgogfchQGDS%2bkE0ZhC3g%3d%3"
cabc22cdd268,מנהל/ת תחום מעורבות חברתית,עיריית כפר סבא,כפר סבא,https://t.me/biltiformali/33181,2026-05-04,Telegram: מציאת עבודה,,ממשלתי,ניהולי,"👋 צעירים וצעירות בואו לקדם את העתיד שלכם  עיריית כפר סבא מגייסת למרכז צעירים (ה-מקום לגילאי 18-40):  🤝 -מנהל/ת תחום מעורבות חברתית   עבודה עם לב גדול, באווירה צעירה ומשפחתית.  📩 קורות חיים ואישורים נוספים- Uvalp@ksaba.co.il"
0e15d5f0a3ff,משרה בעמותת הנמר- בוגרי סיירת גולני,עמותת הנמר- בוגרי סיירת גולני,,https://drive.google.com/file/d/138S6pj61iUOiCBEkyRuSx7crMVgf1kgX/view?usp=sharing,2026-05-03,Telegram: מציאת עבודה,,עמותות,,משרה בעמותת הנמר- בוגרי סיירת גולני לפרטים נוספים ושליחת קורות חיים -  https://drive.google.com/file/d/138S6pj61iUOiCBEkyRuSx7crMVgf1kgX/view?usp=sharing
1a41dab90370,"מנהל.ת הוראה לתוכנית מגשימים מדמ""ח 5 יח""ל",,,https://did.li/HW7Iw,2026-05-03,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"מחפש.ת אתגר אמיתי, מצוינות טכנולוגית ושליחות חברתית? בואו להוביל איתנו.  דרוש.ה מנהל.ת הוראה לתוכנית מגשימים מדמ""ח 5 יח""ל. התפקיד כולל: * ניהול, הכשרה וליווי של מורים * * אחריות ארצית על תחום ההדרכה * * הזדמנות ליצור השפעה חינוכית-טכנולוגית משמעותית בפריפריה של ישראל * אנחנו מחפשים: * ניסיון של 3 שנ"
3fe0c42c0ca7,מנהל.ת מרכז ראשון לציון,עמותת צעד קדימה,ראשון לציון,https://t.me/biltiformali/33167,2026-05-03,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"מנהל.ת עם דרייב להוביל ולהשפיע? זה בשבילך 🔥  עמותת צעד קדימה מחפשת מנהל.ת מרכז ראשון לציון(בית ספר + גנים)  זה לא עוד תפקיד ניהולי. זו הזדמנות להוביל צוותים, להשפיע על ילדים ומשפחות, ולבנות מציאות חינוכית אחרת.  מה בתפקיד? ניהול כולל של מרכז חינוכי, הובלת צוותים רב מקצועיים, עבודה עם הורים וגורמי מק"
626921e5106b,רכז/ת לוגיסטיקה - אגף הבחינות,,,ttps://campaign.adamtotal.co.il?d=E75VtsmKm0ItdSbEGW9qPA%3d%3d,2026-05-03,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ביניים,"דרוש/ה *רכז/ת לוגיסטיקה* – אגף הבחינות📋 תפקיד משמעותי הכולל תכנון וארגון מערך הבחינות, עבודה מול ממשקים רבים ומענה לאתגרים בזמן אמת.  תואר ראשון / הנדסאי/ת – חובה למה אצלנו? # תפקיד עם משמעות והשפעה אמיתית # סביבת עבודה מקצועית ותומכת # עבודה מגוונת, לא שגרתית, עם אתגר ועניין # הזדמנות להשתלב באגף מ"
c0734d9af7dc,מנהל/ת פנימייה,הסוכנות היהודית,,https://careers.jewishagency.org/career/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%A4%D7%A0%D7%99%D7%9E%D7%99%D7%99%D7%94-%D9%85%D8%AF%D9%8A%D8%B1%D8%A9-%D9%85%D9%8E%D8%AF%D9%92%D8%B1%D9%8E%D8%B3%D9%8E%D8%A9-%D8%AF%D9%8E%D8%A7%D8%AE%D9%90%D9%84/,2026-05-02,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,https://careers.jewishagency.org/career/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%A4%D7%A0%D7%99%D7%9E%D7%99%D7%99%D7%94-%D9%85%D8%AF%D9%8A%D8%B1%D8%A9-%D9%85%D9%8E%D8%AF%D9%92%D8%B1%D9%8E%D8%B3%D9%8E%D8%A9-%D8%AF%D9%8E%D8%A7%D8%AE%D9%90%D9%84/
9b29415a6b52,מנהל/ת פרויקט גיור עולי בני המנשה,הסוכנות היהודית,,https://careers.jewishagency.org/career/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-%D7%92%D7%99%D7%95%D7%A8-%D7%A2%D7%95%D7%9C%D7%99-%D7%91%D7%A0%D7%99-%D7%94%D7%9E%D7%A0%D7%A9%D7%94/,2026-05-02,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,https://careers.jewishagency.org/career/%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-%D7%92%D7%99%D7%95%D7%A8-%D7%A2%D7%95%D7%9C%D7%99-%D7%91%D7%A0%D7%99-%D7%94%D7%9E%D7%A0%D7%A9%D7%94/
e8f94e90d515,תקציבן/ית ראשי/ת לתוכנית העשרה ארצית,,מרכז הארץ,cv4economicsjobs@gmail.com,2026-05-01,Telegram: מציאת עבודה,משרה מלאה,חינוך,בכיר,"אשמח לעזרתך בפרסום המשרה:  דרוש/ה תקציבן/ית ראשי/ת לתוכנית העשרה ארצית    תיאור משרה:  ניהול המערך הכלכלי של התוכנית, אחריות על תהליכי הגבייה ובקרת התקציב, והובלת צוות התקציבנים והמנהלניות למיקסום היעילות התפעולית והכלכלית מול מנהלי התוכנית, המוסדות הרשויות והזכיינים.  • בקרה ודיווח: ביצוע בקרות תקצ"
2c4cda16ae26,מנהל.ת קבוצות תמיכה,עמותת עמדא,,https://t.me/biltiformali/33137,2026-05-01,Telegram: מציאת עבודה,משרה חלקית,עמותות,ניהולי,"לעמותת עמדא דרוש.ה:  מ͢נ͢ה͢ל͢.͢ת͢ ͢ק͢ב͢ו͢צ͢ת͢ ͢ת͢מ͢י͢כ͢ה͢  לליווי ופיתוח של מערך קבוצות התמיכה של עמדא לבני משפחה של אנשים עם דמנציה ואלצהיימר, בפריסה ארצית ובזום, בהיקף של חצי משרה.     אודות העמותה: עמותת עמדא מספקת הכוונה מעשית ותמיכה רגשית, למשפחות המתמודדות עם דמנציה.      אופי העבודה: עבודה הי"
67c1a7d16dea,צוות הניהול של מרכז גוונים,מרכז גוונים,רמת גן,tps://career.gvanim.org.il/career/jobs/240,2026-05-01,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,הצטרף.י לצוות הניהול של מרכז גוונים ברמת גן - לתפקיד מלא משמעות 💙פרטים נוספים והגשת מועמדות בלינק👇https://career.gvanim.org.il/career/jobs/240
088b7fa42d62,מנהל/ת לאזור הצפון,צעד ירוק,צפון,https://forms.gle/nzhGsg3euaEfn2eY9,2026-05-01,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"צעד ירוק -  לא עוד עבודה במשרד. קריירה עם שורשים.   דמיינו את יום העבודה שלכם: השילוב המושלם בין אסטרטגיה גבוהה לבין המפגש האנושי בשטח.   בין המגזר הפורמלי ללא-פורמלי.   בין חברה יהודית לערבית.  אנחנו מחפשים מנהל/ת לאזור הצפון.   מישהו/י שרואה את התמונה הגדולה, שלא מפחד/ת ממכרזים ומערכות גדולות, והל"
52e8572ecd15,"מנכ""ל לפרויקט סינון העפר מהר הבית ולקרן לקידום הארכיאולוגיה בישראל",פרויקט סינון העפר מהר הבית וקרן לקידום הארכיאולוגיה בישראל,,ל-tmsifting@gmail.com,2026-04-30,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,"לפרויקט סינון העפר מהר הבית ולקרן לקידום הארכיאולוגיה בישראל (ע״ר) דרוש/ה מנכ""ל  הזדמנות יוצאת דופן להוביל את אחד המיזמים הארכיאולוגיים המרתקים והמשמעותיים בישראל. פרויקט סינון העפר מהר הבית מתרחב ומתמסד, ואנו מחפשים מנכ""ל/ית שותף/ה לדרך, בעל/ת ניסיון ניהולי וארגוני עשיר. התפקיד כולל הובלת האסטרטגיה"
0e204f46831d,סגן/ית מנהל מכינה קדם צבאית,מכינת קול עמי,"קיבוץ בחן, עמק חפר",http://bit.ly/4sJEEHK,2026-04-30,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"מכינת קול עמי בקיבוץ בחן בעמק חפר מחפשת סגן/ית מנהל לשנה הבאה ☀️ מחפשת מישהו אחראי, עם זיקה לשטח ולעולם החינוך -  מכינות / ש״ש, פיקוד בצבא, הדרכה.  כזה שיודע לעבוד עם אנשים, לתקתק משימות, להוביל קבוצה, ולהיכנס ללב של עשייה חינוכית.  אחד כזה עם מלא אנרגיה, דרייב ורצון לקחת תפקיד משמעותי ולהשפיע באמת."
3956db0f3096,הובלת פיתוח והאצה של חזון לאומי,,,https://minisite.niloos.ai/vacancy/69edc61991674d48cdeef107,2026-04-30,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,בכיר,"משרה של פעם ב 78 שנה! מחפשים לעם ולמדינת ישראל את מי שיודע, רוצה ויכול להוביל פיתוח והאצה של חזון לאומי ויישומו בממשלה, ברשויות ובקהילות. לנהל ביד רמה וחמה; צוות, תהליכים ומורכבויות ולוודא שיש את כל המשאבים הדרושים להוצאה לפועל של בניית הקומה הבאה של מדינת ישראל. מוזמנים להוביל! https://minisite.nil"
c62a2aa79502,הזדמנות להצטרף לצוות - מועצה אזורית רמת הנגב,מועצה אזורית רמת הנגב,רמת הנגב,https://www.rng.org.il/bids/?id=460,2026-04-30,Telegram: מציאת עבודה,,ממשלתי,,"מועצה אזורית רמת הנגב מחפשת אנשים עם לב גדול, אחריות ורצון להשפיע, להצטרף לצוות חם, מקצועי ושותף לדרך. #תייגו_מתאימים לפרטים נוספים: https://www.rng.org.il/bids/?id=460"
8b48d2f3e9a3,מנהלת מחלקת גיוס ומנהלות מדור במשאבי אנוש,עיריית רעננה,רעננה,"//www.raanana.muni.il/cityhall/tender-and-jobs/jobs-and-bids
לפרטי",2026-04-30,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,"בתקופה שבה חוסר ודאות הוא חלק מהמציאות, יש מקומות שבהם יש יציבות, משמעות והשפעה אמיתית.  עיריית רעננה מחפשת אותך! להצטרף לאגף משאבי אנוש לתפקידי מפתח  📌 התפקידים הפתוחים: 🔹 מנהלת מחלקת גיוס 🔹 מנהלות מדור בתחומים: גיוס, רווחת פרט, תנאי העסקה ונוכחות 🔹 תפקידים מקצועיים נוספים בתחום משאבי אנוש  💙 ביטחו"
fcece8ba1535,רכז/ת בכיר/ה לתואר שלישי,בית הספר ללימודים מתקדמים,,ttps://campaign.adamtotal.co.il?d=cw8OWgbP0PVcjNfvY%2fMwxg%3d%3d,2026-04-30,Telegram: מציאת עבודה,,חינוך,בכיר,"לביה""ס ללימודים מתקדמים דרוש/ה *רכז/ת בכיר/ה לתואר שלישי* 🎓 רוצים לקחת חלק בליווי הדור הבא של החוקרים? תפקיד מרכזי הכולל ליווי דוקטורנטים משלב הקבלה ועד סיום התואר,  עבודה מול סגל אקדמי וגורמים בכירים ומתן שירות שוטף. תואר ראשון – חובה לא מתאים לכם?מכירים מישהו/י שמתאים? תעבירו להם https://campaign."
2f6c5685a1d2,"מוביל/ת מעורבות קהל וקהילה, מוביל/ת מערך למידה וחינוך, רכז/ת אדמינסטרציה ואחראי/ת שותפויות",זומו - המוזיאון שבדרך - Zumu,,https://bit.ly/4vALh1u,2026-04-29,Telegram: מציאת עבודה,,חינוך,ניהולי,"חברות וחברים, אנחנו ב זומו - המוזיאון שבדרך - Zumu מגייסים שלושה אנשי צוות  חדשים. אז אם אתם/ן מחפשות ומנוסות אז הגישו לנו: 1. מוביל.ת מעורבות קהל וקהילה. 2. מוביל.ת מערך למידה וחינוך. 3. רכז .ת אדמינסטרציה ואחראי.ת שותפויות.  הפיצו, חברו, שתפו ותזכו למצוות: https://bit.ly/4vALh1u"
fc6a998944f8,מנהל.ת מחוז הצפון | אגף התעסוקה והפנאי,אקים ישראל,הצפון,ps://tinyurl.com/2m74zpvv,2026-04-29,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,🌟 *אקים ישראל – מנהל.ת מחוז הצפון | אגף התעסוקה והפנאי* תפקיד בכיר ומשמעותי: ניהול כ-350 עובדים על פני שלושה אשכולות בצפון – מעפולה ועד כרמיאל. רקע בעולם המוגבלות – חובה.  *📍 מה כולל התפקיד?* ניהול ישיר של מנהלי האשכולות ומסגרות התעסוקה והפנאי ● פיתוח פרויקטים ומסגרות חדשות ● ניהול תקציב ותוכניות עב
d7787840a7c5,תפקיד במכינה באופקים,מכינת אופקים,אופקים,hagit.dolgin@weizmann.ac.il,2026-04-29,Telegram: מציאת עבודה,,חינוך,,"תפקיד עם הרבה עניין, השפעה ותרומה לקהילה, במכינה מדהימה באופקים. מוזמנים/ות לשלוח לי קורות חיים: hagit.dolgin@weizmann.ac.il"
22e2270f1168,מנהל/ת מחלקת תיירות,החברה הכלכלית לערד,ערד,s://kalkalit-arad.co.il/auctions/4050/,2026-04-29,Telegram: מציאת עבודה,משרה מלאה,ממשלתי,ניהולי,"📢 מכרז פומבי להגשת מועמדות לתפקיד מנהל/ת מחלקת תיירות 📢 החברה הכלכלית לערד מזמינה אתכם להגיש מועמדות לתפקיד משמעותי הכולל הובלת תחום התיירות בעיר, פיתוח יוזמות, שיווק וקידום תיירות בערד !  📅 מועד אחרון להגשה: 30.04.26  🔗 לפרטים מלאים והגשה: https://kalkalit-arad.co.il/auctions/4050/"
a9b0ec3a744c,עובדים.ות סוציאליים.ות,אור שלום,,https://orrshalom.formtitan.com/ftproject/recruitment?job_id=a2ITu0000007Fjt,2026-04-29,Telegram: מציאת עבודה,,עמותות,ביניים,"מקצועיות, אנושיות ועשייה עם עומק, זה הבסיס של העבודה אצלנו.  באור שלום אנחנו מגייסים עובדים.ות סוציאליים.ות שלא מפחדים.ות להשפיע, להוביל, לחשוב וליצור שינוי אמיתי.  לפרטים:  https://orrshalom.formtitan.com/ftproject/recruitment?job_id=a2ITu0000007Fjt"
dc6f61707412,"סמנכ""ל שותפויות",מישרים,,https://medulla.co.il/?p=29787,2026-04-29,Telegram: מציאת עבודה,,עמותות,בכיר,"משרה חדשה ב #מדולה_לקהילה ❤️  *לארגון ""מישרים"" דרוש.ה סמנכ""ל.ית שותפויות*  התפקיד כולל תכנון והובלה אסטרטגית של הארגון ותכנון וניהול ממשקי העבודה של המיזם אל מול השותפים השונים בשיתוף עם מנכ""ל המיזם.   אם יש לך ניסיון בעבודה במערכת החינוך והכרות עם בעלי התפקיד המרכזיים בתחום בתי הספר, ניסיון במיסוד "
f1552e32ed84,מתאמ.ת טיפול לדיור המוגן,עמותת אנוש,אשקלון,https://t.me/biltiformali/33082,2026-04-29,Telegram: מציאת עבודה,,עמותות,ביניים,"מחפשים עבודה עם משמעות אמיתית – כזו שגם מתפתחים בה וגם משנים חיים? ❤️ עמותת אנוש באשקלון מחפשת מתאמ.ת טיפול לדיור המוגן – תפקיד שמשלב קשר אנושי עמוק, הובלת תהליכי שיקום ועבודה מקצועית עם צוות מוביל.  מה מחכה לך אצלנו? ✨ הדרכה מקצועית וליווי צמוד ✨ מענקי הצטרפות והתמדה 💰 ✨ הכשרות, קורסים ואופק קידום "
424a76df4752,עו״ס/ית | תכנית עלמיא,עלה מוריה,גדרה והסביבה,ps://wa.me/972523159832,2026-04-29,Telegram: מציאת עבודה,משרה חלקית,רווחה,ביניים,"*דרוש/ה עו״ס/ית | תכנית „עלמיא” מבית 'עלה מוריה'  בית לצמיחה ולחיים עצמאיים עבור נערות דתיות צעירות בגילאי 18+ עם מוגבלות קוגניטיבית, אוטיזם ושיקום.  📍גדרה והסביבה  *מה בתפקיד :* * ליווי והעצמה אישית של הבנות בתהליך חיי היומיום והעצמאות * טיפולים פרטניים * הנחיית קבוצות * ליווי צוות  *היקף משרה:* * "
8a82908c28c1,רכז/ת תכנית אלפא,אוניברסיטת אריאל,אריאל,"tps://campaign.adamtotal.co.il?d=i9Bt961BZ9iPufaEamZpCg%3d%3d
מ",2026-04-29,Telegram: מציאת עבודה,משרה מלאה,חינוך,ניהולי,"אם את/ה אוהב/ת חינוך, ארגון ועבודה עם נוער מצטיין – זה המקום בשבילך! 🌟 תכנית ""אלפא"" באוניברסיטת אריאל מחפשת *רכז/ת תכנית* 🎓 התפקיד מגוון הכולל ניהול ותפעול של התכנית, עבודה מול צוותים מקצועיים וממשקים מגוונים – אקדמיה, משרד החינוך, תלמידות והורים. תואר ראשון – חובה | תואר שני – יתרון לפרטים והגשת מו"
9c3a7d466a2e,"רכז/ת קשרי קהילות יהודיות בחו""ל",מטיב,ירושלים,https://t.me/biltiformali/33074,2026-04-29,Telegram: מציאת עבודה,משרה מלאה,עמותות,ביניים,"אנחנו במטיב מגייסים – הצטרפו לעשייה משמעותית תכנית ""מסע שחרור"" (Peace of Mind) של מטיב פועלת כבר שנים לצד לוחמים וחיילי מילואים בתהליכי עיבוד חוויות לחימה, בשיתוף קהילות יהודיות ברחבי העולם. כדי להמשיך ולהרחיב את הפעילות – אנחנו מחפשים אנשים מצוינים שיצטרפו לצוות. רכז/ת קשרי קהילות יהודיות בחו""ל תפק"
aa6ad4dd7e2b,"תפקיד מאתגר, מגוון ומתגמל",,,https://app.civi.co.il/promo/id=951381&src=12749,2026-04-29,Telegram: מציאת עבודה,,,,"הצטרפו אלינו לצוות מדהים, בתפקיד מאתגר, מגוון ומתגמל. https://app.civi.co.il/promo/id=951381&src=12749"
3ca20fe210f1,כותב/ת תוכן,עמותת סולמות,,Hagitmenat@sulamot.org,2026-04-28,Telegram: מציאת עבודה,,עמותות,,"דרוש/ה כותב/ת תוכן לעמותת סולמות! אם אתם נושמים דיגיטל, חיים את העולם היהודי ורוצים לייצר אימפקט משמעותי - אנחנו מחפשים אתכם.  הגשת מועמדות (נא לצרף קורות חיים ודוגמאות כתיבה): Hagitmenat@sulamot.org נשמח אם תעבירו הלאה למי שרלוונטי!"
a801b7df3f59,רכז/ת מתחום הייעוץ/עבודה סוציאלית,אוניברסיטת תל אביב,תל אביב,kidumst@gmail.com,2026-04-28,Telegram: מציאת עבודה,,חינוך,ביניים,רוצה להשתלב בתפקיד משמעותי ומעניין? דרוש.ה רכזת מתחום הייעוץ/עבודה סוציאלית לתכנית ליווי ותמיכה לסטודנטים מהפריפריה באוניברסיטת תל אביב. להגשת קורות חיים: kidumst@gmail.com
e63fdce74667,מנהל/ת מרכז לעכו,מרכזים לצדק חברתי,עכו,ps://wkf.ms/3OfXwzU,2026-04-28,Telegram: מציאת עבודה,משרה מלאה,עמותות,ניהולי,"🌿 מחפשים מנהל/ת מרכז לעכו 🌿  רוצה לעבוד בעבודה עם משמעות אמיתית, להוביל קהילה מקומית ולייצר שינוי חברתי בשטח?  מרכזים לצדק חברתי מגייסים מנהל/ת מרכז לעכו- תפקיד משמעותי שמחבר בין הנהגה קהילתית, עבודה עם פעילים ופעילות, הובלת יוזמות וקמפיינים, ובניית שותפויות בעיר.  משרה מלאה, שעות גמישות  🌻מתאים במי"
570c5f9e7e4a,מנהלת משאבי אנוש,תנועת הנוער האיחוד החקלאי,,https://t.me/biltiformali/33050,2026-04-28,Telegram: מציאת עבודה,משרה מלאה,עמותות,בכיר,"*מחפשים מנהלת משאבי אנוש לתנועת הנוער האיחוד החקלאי*  תנועת הנוער נמצאת בצמיחה ואנו מחפשים את הדמות שתהיה יד ימינו של המזכ""ל בהובלת המשאב הכי חשוב בבית הזה - האנשים שלנו 😊  אנחנו מחפשים מנהל.ת מחלקת משאבי אנוש שתהיה שותפה אמיתית לדרך, תדע לבנות תשתיות ולהוביל את שדרת הניהול שלנו קדימה.  מדובר על תפק"
